age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,class
60,F,169.3,61.3,22.8,30,A
41,M,176,78.4,16.3,46,B
60,M,164.7,55.8,14.1,27,B
57,F,154.3,62.7,21.8,29,B
23,F,165.9,55.5,18.7,48,D
33,M,172.7,66.1,18,51,A
37,F,167.8,70,-2.8,13,D
63,M,167.6,57.5,12.6,28,B
26,M,172.1,73,11.6,47,B
26,F,170.4,66.8,16.2,48,C
63,F,150.2,51.9,18.8,19,B
21,M,177.6,74.5,26.1,59,A
57,M,175.5,82.3,10.4,27,D
26,M,172,76.7,-25,22,D
50,M,173.6,68.9,16.4,56,A
43,F,159.9,56.4,17,23,C
61,M,177.8,78.1,3.5,47,C
21,M,172.5,71.3,16.2,37,D
56,M,167.3,54.7,20.5,38,B
39,M,178.3,80.3,8.9,36,C
61,M,159.4,56.3,4.8,26,D
26,F,158.2,60.9,26,50,A
25,M,171.9,80.5,14.2,15,D
29,F,162.5,57.2,19.8,36,A
25,F,159,50.3,20.7,44,A
45,F,159,50.1,28.8,59,A
27,M,176,70.8,17.2,66,B
27,F,168.1,72.7,8.1,25,D
26,M,176.1,73.7,17.9,57,B
50,M,165.5,71.6,0.8,45,D
22,M,170.3,63.1,14.9,51,C
35,M,168.1,67.6,26.7,65,A
27,M,171,63.5,2.7,47,D
24,M,170.2,79.7,17,64,D
25,M,162.9,60.3,9.5,38,C
21,M,171.9,61.4,8.3,44,C
64,M,163.4,62.1,15.5,27,B
21,M,179.1,70.5,9.3,47,C
60,F,153.2,50.2,20.4,3,D
52,M,169.3,68.8,11.3,36,B
35,M,173.7,68.5,13.5,43,B
35,M,169.7,97.26,5.3,24,D
58,M,177.4,73.2,17.9,36,A
41,M,170.2,85.4,13.4,42,B
23,M,182.8,88.8,16.4,55,D
47,M,176.5,77,19.4,47,B
30,M,180.3,89.2,18,61,C
62,F,162.8,58.2,20,26,B
48,M,179.2,79.7,17,31,D
57,F,160.4,62.4,19.5,15,B
32,M,175.7,61.3,-2.5,35,D
30,M,167.2,60.6,9.6,41,B
23,M,168.7,61,24.4,59,B
23,M,179.6,67.6,14.9,44,C
61,M,177.5,68.4,3.5,24,C
53,F,163.9,60.8,4.1,17,D
27,F,163.2,53.8,20.1,41,A
47,F,164.7,55.3,19.5,26,B
47,F,159.9,52,24.4,31,A
34,M,175.6,89.5,16.5,42,D
27,M,173.6,69.2,21,51,A
21,F,152.5,47,1.3,9,D
22,M,187,101.3,8.6,56,D
21,F,160.7,49.6,21.1,56,A
38,M,176.6,69.1,27.5,53,A
32,M,176.1,75.5,6.6,53,C
54,F,156.8,60.6,24,34,C
23,F,155.8,50.4,19.2,32,B
26,M,176.3,75.02,11.3,54,C
22,F,170.8,66.5,22.7,37,A
61,M,167,62.92,2.6,36,C
32,M,179.3,86,10.5,46,B
48,M,175,84.3,-2.4,24,D
37,F,161.2,53.6,21.1,19,D
34,M,169.4,77.1,25.9,47,B
26,F,165.3,55.4,24.6,28,B
45,F,149,45.9,6.7,22,D
21,M,174.4,72.8,17.8,42,C
30,F,161.9,67.9,25.1,39,B
48,M,168.1,68,-0.2,17,D
29,F,163,58.9,23,44,B
58,F,160.2,57.2,14.5,12,D
39,F,159.8,53.7,20.9,36,A
26,M,183,71.1,18.7,54,B
26,F,160.7,70.4,17.6,33,B
39,M,173.9,65.5,16,54,A
26,M,186,79.3,5.3,45,D
21,M,178.7,65.4,18.5,56,A
21,M,172.8,79.5,0.9,53,D
43,M,175,69.5,19.8,51,A
33,M,184.5,108.3,16.7,50,D
28,M,172,68.6,15.5,52,A
30,M,179,68.8,19,54,A
61,F,159.6,63.1,12,18,C
26,M,183.3,77.7,14.3,50,B
44,F,156.3,62.1,13.3,37,D
54,M,174.4,74.4,8.3,29,D
31,M,168.1,74.4,17.6,40,D
51,M,166.1,70.9,13.7,54,B
59,M,178.9,83.6,8.6,42,D
27,M,182.6,74.42,19,57,A
42,F,158.1,62.1,20.1,32,B
21,F,172.9,68.36,24,42,D
59,F,153.4,53.3,14,30,C
27,M,178.8,66.4,8.9,39,C
21,M,172.6,71.7,13.6,62,B
22,F,165.3,51.5,28.5,57,A
28,F,165,76.5,23,39,A
23,M,172.5,67.5,2.2,57,D
27,M,176.5,70,20.5,51,B
26,M,179.9,82.5,22.7,31,D
56,F,159.5,53.9,32,24,B
22,F,158.9,52.6,20.4,23,D
49,M,167.7,72,21,41,B
24,F,161.1,48.1,24.7,46,A
39,M,171.8,70.1,15.8,58,A
23,M,183.2,74.4,13.9,64,B
21,M,177.2,70.4,14.1,35,D
57,M,169.9,69.5,11.1,26,C
21,M,175.3,80.3,24.5,59,A
60,F,157.5,59.4,29.6,28,A
44,M,185.3,82.7,8.5,40,D
21,M,169.5,76,3.6,57,D
26,F,168.5,57.58,22.1,37,A
24,M,161.1,53.7,24.3,60,A
48,F,170.1,83.5,12,17,D
63,M,163.4,56.64,11.6,22,C
25,M,180.9,91.2,21.3,55,B
49,M,171.3,71.9,9.4,48,B
60,M,170,74.8,8.2,29,B
28,M,179.7,74.1,25.5,45,C
21,M,171.2,65.5,20.4,45,C
23,M,179,86.9,19.6,56,C
38,M,177,75,17.8,62,A
28,M,181.9,78.4,26.4,55,A
23,F,163.6,54.7,21,48,A
21,F,169.5,83.7,20.3,43,D
45,M,180.9,78.6,19.5,25,D
24,F,163.7,53.4,12.1,37,C
27,M,174,70.5,10.7,42,C
58,F,150.4,60.8,7.3,22,D
31,M,174.2,83.3,18.4,58,C
23,M,167,59.6,15.3,32,D
29,M,182,77.2,5.3,56,C
22,M,183,78.3,5.6,62,D
44,F,159.7,58.8,21.9,20,C
21,M,183.3,76.5,16.3,59,B
23,F,168.1,55.9,15.5,35,C
56,M,178,71.9,4.9,41,C
24,F,165.7,58.2,20.9,52,A
23,M,175.3,77.5,11,37,D
58,M,168.6,100.4,0.1,37,D
48,M,172,75,6.5,21,D
21,M,183,67,4.2,54,D
26,M,179.9,83.4,-5.3,60,D
63,M,167.2,73.3,24.6,31,A
25,M,179.7,79,17.2,58,A
32,M,170.3,66.3,16.7,51,A
59,F,152.6,61.5,16.8,22,D
36,M,179.1,72.3,9.7,39,B
40,M,183.7,97.7,14,32,D
29,M,170.5,68.4,23.3,48,B
27,M,171.8,70.4,13.8,55,B
24,F,166.6,50.5,31,50,A
33,F,163.7,49.1,13.9,38,B
49,M,176.9,73.2,17.5,50,C
32,M,191.4,93.3,15.5,35,D
57,F,155.4,53.8,21.8,35,A
28,M,178.8,68.3,-13.2,49,D
52,M,174,73.2,10.2,46,C
28,F,162.8,56.8,20.9,44,A
44,F,164.5,63.6,19.9,38,A
21,F,162,48.3,24,28,C
58,M,170,79.8,21.7,26,D
27,M,171.8,75.1,8.6,54,C
64,M,166.2,62.5,13.3,32,B
25,M,172,65.9,12.2,54,B
28,F,171.5,64,18.5,36,A
48,F,151.3,49.4,8.5,21,D
62,M,167.8,65.42,10.5,17,D
33,M,179.5,79.5,19.2,60,C
34,M,180.7,84.9,15.3,57,D
60,M,173.5,75.2,12.5,26,C
25,M,168.8,87.3,20.7,68,A
25,M,175.2,73.9,18.4,58,A
21,F,167.7,61.1,22.9,21,D
37,F,166.4,58.2,21.7,37,A
25,M,173.4,72.32,12,52,B
51,M,165.7,58.1,12.1,29,C
22,F,164.6,54.1,18.8,50,B
51,M,163.1,67.7,5.3,42,C
31,M,172.2,64.1,10.8,37,C
24,F,160.4,52.2,26.3,46,A
61,M,169,72.4,23.8,37,D
26,M,177.8,71,-6,35,D
40,M,173.8,73.2,15,50,A
37,M,178.8,86.1,16.7,41,D
21,F,160.6,53,25.7,25,C
44,F,162.3,55.1,17.8,36,B
32,M,179.8,81.9,6.7,49,C
27,M,177,69.48,6,58,C
21,F,148,43.7,28.9,55,A
30,M,162.1,62,10.3,53,C
21,M,173.6,69.12,10.1,50,C
28,M,172,74.86,0.7,59,D
64,F,156,62.2,15.8,23,B
55,M,169.6,71.8,16,26,C
39,M,182.7,80,14.9,46,A
33,F,165.2,61.9,20.5,39,A
28,M,187.7,84.6,6.5,56,C
29,M,179.8,76.44,22.2,62,A
21,F,158.5,51.9,13.8,61,C
21,F,157.7,45.54,24.9,20,D
43,F,162,72.3,4,22,D
35,M,180.6,78,-10.7,14,D
28,M,178.3,76.8,29.5,68,A
22,M,180.2,68.4,7.3,62,C
45,M,173.8,70,12.7,34,C
22,F,170.2,61.3,21,29,C
62,F,150.3,57.4,11,3,D
62,M,163.8,68.6,9,32,B
23,M,181.8,78.9,15.4,51,C
26,M,171,69.2,12.6,49,B
64,M,176.1,81.1,14,29,C
22,F,167.9,54.9,21.8,52,A
43,M,168.9,79.6,18.5,50,A
27,F,164.7,68.1,13.8,42,B
21,F,163.7,51.2,20,57,C
21,M,180.4,89.1,9.5,42,C
36,F,161.4,54.3,22,23,C
50,M,168.2,73.4,-7.5,22,D
21,M,177.6,85.8,20.8,43,C
56,F,152,49,15.8,10,C
34,M,170.4,64.8,5.8,45,C
45,M,179.4,78.6,15.9,51,C
57,F,163.3,65.1,26.1,10,C
22,F,158.4,63.2,6.5,33,D
25,F,163.4,54.9,11.5,25,C
59,F,161.4,53.2,21.4,24,A
28,M,161.5,52.1,-6,10,D
28,F,158.7,57.1,15.7,24,D
28,F,165.1,53.4,23.7,53,A
21,F,171.5,52.5,20.7,41,A
48,M,169.3,60.7,11.2,53,B
26,F,167,75,17.5,32,D
60,M,171.7,59.3,13.7,31,B
63,M,168.2,70.64,-1.4,25,D
32,M,181,78.8,10.6,52,B
25,F,162.9,61,25.6,29,C
60,M,168.3,66.58,7,34,C
25,M,178,67,17.2,50,B
39,F,161.2,49.2,17.3,28,C
37,M,175.3,88.2,16.2,57,B
26,F,163.6,60.4,19.3,45,B
41,M,169,76.1,10.1,52,B
30,M,172.4,96.7,-2.2,14,D
26,F,153.5,59.7,16.5,7,D
33,F,166.2,57.4,30.2,40,B
39,M,174.9,68.8,7.8,39,C
43,F,167,55.6,18.5,24,C
60,M,167,69.7,8.3,40,B
57,M,162.1,54,20.3,46,B
48,F,157.8,59.1,10.7,31,C
38,M,166.7,70.4,15.7,25,D
33,M,174.7,76,5.2,48,C
23,F,159.5,65.6,30.1,44,A
25,F,167,51.2,20.1,21,D
42,M,168.7,68.5,10.2,44,D
31,M,170.9,73.5,9.5,54,B
63,M,168.2,77.3,12,13,D
30,M,179.7,75.7,8,50,C
39,M,167,69.1,6,36,C
28,M,176.2,70,2.5,39,D
30,M,173.5,70.7,14.7,30,D
49,M,174.8,74.5,2.9,40,D
29,F,164.9,53,6.7,29,D
39,M,169.5,69.1,16,47,A
21,F,159.6,65.9,15.7,41,D
24,F,166.2,55.2,2.9,28,D
23,M,174.2,68.2,15.3,48,C
31,M,183.4,89.9,21,53,B
51,M,165.5,74.7,14.4,24,D
30,M,182.5,94.4,12.6,38,D
29,M,182.1,100.3,12.9,54,C
27,M,179.2,86.6,8.3,36,D
34,M,174.5,74.4,22.5,56,D
46,M,171.7,60.8,16.4,53,A
37,M,172.2,66.9,14.9,39,B
36,M,175.9,71.3,12.8,46,B
21,F,164.5,54.02,22.6,45,A
59,M,169.3,72,21.2,44,A
53,M,185.6,92.1,11.3,39,C
61,F,159.5,54.68,-3.4,0,D
61,F,152.4,51.2,14.4,17,C
35,F,161.5,48.3,26,32,A
31,M,178.8,84.9,-2.8,40,D
36,M,178.1,74.7,8.4,37,C
28,F,163.7,51.4,7.8,41,D
21,M,168.4,71,8.5,61,C
29,F,150.3,54.5,26,26,C
22,F,170.6,68.1,22.9,42,A
22,M,168.6,73.9,16.3,47,C
56,F,172,60,15,25,C
21,M,171.4,67,12.3,54,C
36,M,178.2,69.9,7.6,48,C
22,M,170.4,63.3,13.3,48,B
61,M,166,66.4,3.1,22,C
27,M,174,64.9,15.5,52,A
41,F,168.1,62.5,24.8,23,C
36,M,170.1,68.68,15.3,51,A
32,M,170.7,90.5,11.4,33,D
54,F,169,64.4,20.1,16,C
23,M,177,73.52,19.7,46,C
27,M,176.5,80.66,7.5,51,C
21,M,172,74.3,16.3,68,A
60,M,161.3,68.2,15.9,21,C
36,M,178.6,98.3,17,43,B
41,M,181.3,79.2,15.5,47,A
47,F,152.4,62.4,10.5,2,D
22,M,169.3,76,17,51,D
31,M,172.6,88.4,21.5,51,A
30,F,170.4,61.1,12.6,33,C
46,F,159.1,52.9,8,21,D
24,M,169.3,65.4,21.5,50,B
52,F,160.7,74.1,16.7,26,C
61,F,150.7,55,32.9,24,B
22,M,178.6,83.5,18.1,57,C
36,F,158.2,64.3,22.1,30,B
54,M,171.5,78.2,8.5,33,C
21,M,177,87.5,15.7,56,B
58,M,172.7,70.56,23.3,40,A
60,M,163.4,75.9,16.2,15,D
28,F,168.5,56.2,23.4,46,A
28,M,178.4,77.9,17,52,A
36,M,176,80.9,3.5,46,D
31,M,167,69.7,5.5,36,D
64,M,169.9,73.8,4.6,23,C
24,M,170.7,89.7,4.2,42,D
22,M,180.7,71.8,11.3,46,C
58,F,156.4,59.5,21.3,20,A
23,F,153.6,45.3,12.9,24,C
30,M,176.2,83.9,13.1,53,C
46,M,173.3,69.3,15.5,45,A
46,M,171.9,64.8,1.9,23,D
61,M,175.4,71.2,10.4,27,C
28,M,182,78,26.1,52,A
29,F,171,71.8,27.3,35,B
24,F,155.6,55.9,25.1,56,A
25,M,170.6,60.02,9.5,47,D
23,M,174.6,70.3,12.6,56,B
56,M,172.3,71.7,21,42,A
35,F,163.8,63.2,20.9,26,C
50,M,179.1,102.2,-6.5,14,D
62,M,171,72.3,9,32,B
21,F,167.4,64.62,20.7,42,A
21,F,158.1,56.3,20.6,42,A
22,M,178.2,75.7,16.4,57,B
37,F,148.7,38.1,19.6,31,C
29,M,169.7,75.2,14,53,D
27,F,164,53,10.3,32,C
25,F,168.6,55,20.1,38,A
39,M,178.1,82.3,-3.8,44,D
33,M,174,93.5,-2.8,31,D
53,M,168.6,65.3,9.3,30,C
23,F,157.6,57.3,15.9,39,C
63,M,166.3,72.8,2.5,22,D
22,M,171.5,83.5,-10.8,46,D
21,M,180,73.4,6.7,54,C
52,M,166.8,71.3,15.7,20,D
53,M,173.4,69.8,6.3,32,C
23,M,176.5,66.6,-13.5,44,D
56,F,164.4,57.9,16.1,23,B
34,M,170.8,84.4,-1.1,30,D
58,M,168.1,67.2,3.8,27,D
45,M,175,79.1,5.3,42,C
33,F,168,77.6,15.2,29,D
22,F,152.6,47.6,28.6,46,A
60,M,172.6,65.2,22.3,42,A
64,M,155.6,59,-0.5,41,D
55,F,156.4,54.3,19.5,43,A
57,M,171.9,78.1,15.2,40,A
61,M,160.7,58.9,12.4,44,A
26,F,157.2,48.32,26.9,43,A
41,F,154.2,46.5,19,36,B
35,M,183.2,91.5,7,46,C
52,F,153.1,46.4,19.8,25,A
29,M,172.6,68.5,18.4,50,B
23,M,171.5,67.7,11.4,48,C
37,M,176.9,79.6,14.5,42,B
24,F,163.2,55.7,2.6,30,D
61,M,167.9,77.1,12.7,43,A
49,F,158.3,54,21,33,B
28,M,174.3,74.9,6.5,48,C
38,M,171.6,67.16,12.3,46,B
60,F,148.5,55,14.2,15,C
29,M,172.5,72.7,11.5,36,D
39,M,174,82.1,7,41,C
64,F,157,56.7,15.9,11,C
22,M,177.7,76,4.2,47,D
57,M,171.7,73.8,7.3,25,D
31,M,178.3,80.8,20.4,54,C
21,M,180.4,73.9,5.2,53,D
36,M,178.5,79.1,18.38,34,C
29,F,153.2,53.3,17,40,B
38,F,159,49.5,23.4,44,A
61,F,160,69.2,21.4,18,B
22,M,171,67.9,9.8,42,C
56,M,177.3,74,12,30,B
23,F,166.1,67.2,16.3,25,C
42,F,163.3,53.7,4.1,6,D
41,F,169.1,62.22,10.7,25,C
28,M,165.5,64.9,7.5,51,C
48,M,178.1,89.7,-7.5,26,D
35,F,162.4,47.8,22.6,32,D
51,M,174,75,7.3,29,C
33,M,179.4,81.5,15,50,C
48,F,166.5,64.4,27.7,29,A
24,M,175.2,88.98,14.5,50,C
31,F,160.7,77.2,22.7,32,D
26,M,167.4,75.4,11.2,56,B
28,M,187.2,100.6,22,45,D
27,M,174.2,84.3,0.4,55,D
28,M,172.5,63.7,15.6,62,A
21,F,156.4,48.7,21,37,A
21,M,186.1,91,5.9,37,D
23,F,166,79.5,24.4,39,B
55,M,165.3,72.16,14.5,41,C
54,M,177.4,88.3,3.5,44,D
64,M,163.4,64.1,-6.2,15,D
26,M,170.8,68.2,22.9,57,B
42,F,161.3,61,8.8,20,D
32,F,160.6,50.9,27.6,42,A
22,M,176.4,60.1,20.6,44,C
25,M,178.6,74,18.7,62,A
35,F,158.1,65.26,21,36,A
28,M,172.6,78.1,8.9,65,C
27,F,160.2,61.3,19.7,55,A
24,F,171.8,53.9,23.3,50,C
21,M,163.3,49.2,5,32,D
54,M,165,60.9,18.9,34,B
32,M,170.2,69.5,-10,42,D
53,F,154.4,52.1,17.2,21,B
41,M,162.9,62.1,13.2,38,B
58,F,154.1,60.2,21.5,8,D
27,F,166.1,52.6,27.5,36,B
55,M,173.7,75.7,7.6,48,C
37,M,177.7,71.6,25.1,58,B
21,M,171.4,84.3,12.1,52,C
22,F,161.6,61.3,24.2,40,A
38,F,158.8,50.8,21.7,16,D
44,M,172.3,70.1,-5.5,33,D
51,M,171.5,62.2,5,49,C
41,F,160.7,60.8,23,38,A
59,M,170.7,64.4,20.4,38,C
62,M,171.9,64.3,26.6,31,B
27,M,175.1,68.7,13.4,52,B
27,M,180.6,77.46,15.6,61,A
21,M,169,81.2,3.2,50,D
44,M,164.3,36.5,16.9,52,A
60,F,165.3,68.6,22.6,17,A
34,M,168.5,87.1,19,40,D
43,M,182.5,66.2,5,39,C
21,M,176.9,60.7,7.3,47,C
35,F,157.5,51,11.7,21,C
37,M,170,73.1,14.8,66,A
59,M,168.1,71.1,17.6,47,A
24,M,166.5,66.3,15.3,42,C
29,M,174.7,79,17.2,74,A
40,M,179.4,119.6,-2.6,37,D
22,M,175.1,75.3,-0.3,24,D
37,F,155.9,53.5,-16.5,25,D
60,M,174.5,71.2,2,32,D
25,M,175.3,82.1,18.2,47,B
33,M,168.9,69.9,-10.7,40,D
64,M,157.5,61.4,-3.4,10,D
37,M,178.2,70,19.1,45,A
32,F,171,67.8,23.4,44,B
24,M,176.9,76,27.5,68,A
24,F,161.7,61.5,24.9,37,B
21,M,184.9,72.4,17.7,43,C
22,F,165,63.86,23,40,B
26,M,178,70.5,26.2,65,A
60,F,158.9,59.4,16,17,B
22,M,174.3,66.9,7.6,51,C
28,M,175.2,72.8,9.5,55,C
26,M,170.5,86.7,14.8,42,D
33,M,174.2,72.8,17,62,A
21,M,175.4,72.4,12,47,C
21,M,172.6,50.2,6,35,D
42,M,176.9,69.5,13,41,C
23,F,161.7,56.7,19.4,24,C
29,F,167.9,65.2,25.4,29,B
35,M,183.1,70.8,16.7,44,B
27,M,168.3,66.5,11.8,70,B
47,M,176,71.6,15.4,42,A
62,F,158.7,53.1,17.4,19,B
63,M,166.9,56.3,15.8,23,C
25,M,179.1,87.3,15.1,54,A
27,F,172.4,63.9,25.3,51,A
36,M,171,69.4,17,54,A
21,F,167.1,62.3,21.1,38,B
59,F,153.8,54,7,30,D
37,M,180.1,76.4,14.5,42,B
28,F,159.1,58.4,17.2,31,D
43,M,170,69.3,19,30,D
28,M,175.3,85.2,7.6,60,C
61,M,171.7,71.4,13.9,24,C
22,F,162.4,67.8,27.3,50,B
43,M,168,60.7,16.6,55,C
58,F,159.5,67.32,21.4,22,A
22,M,181.4,77.4,21.6,58,A
31,F,163.8,53.1,16.3,26,C
44,M,177.5,84.2,9.6,38,D
23,F,166.1,62.6,24.4,50,A
21,M,173.8,63.1,18.3,63,A
62,F,151.3,48.4,24.4,19,A
24,F,153.8,59.4,25.9,46,A
29,M,175,73.6,14.9,39,C
46,M,173,72.6,14.9,33,C
21,F,161.6,59.1,21.4,35,B
39,M,178.1,67.3,23.1,34,C
43,F,165.6,60.4,21.4,29,B
22,M,179.7,67.98,17.6,50,B
39,M,180.8,85.9,21.1,50,C
25,M,167.6,59.6,17.7,38,C
26,M,177.1,77.9,-5.1,42,D
30,M,173.3,59,13.9,51,B
56,F,152.4,50.5,14.1,10,C
23,M,175,93.5,9.9,34,D
22,F,168.2,56.2,32.7,37,A
47,M,174.9,76.3,11.9,31,C
53,M,169.7,73.9,-2,15,D
32,M,177.2,85.28,15,54,B
48,F,161.4,51.9,26.2,22,B
52,F,155.9,48.7,24.4,14,D
25,F,169.6,58.3,22.7,33,A
52,F,164.1,63.1,1.6,13,D
48,M,164.4,82.4,4,26,D
56,M,163.5,70.3,19.5,30,B
22,M,172.6,66.5,10.5,48,C
56,F,149.8,55.3,-7.8,14,D
35,F,169.9,73.7,16.8,32,B
31,M,181,74.9,16.2,48,B
25,M,181.2,70.1,13.4,40,D
39,M,170.7,108.8,12.8,35,D
25,M,174.8,67.5,20.5,53,B
21,M,163,61.7,22.5,49,B
49,M,166.5,61.4,8.5,51,C
44,F,166.5,58.5,22.7,37,B
24,F,166.9,56.1,-6.2,22,D
47,F,156.1,63.4,21.6,44,A
21,M,178.8,78.9,11.9,58,B
29,M,176,77.6,5.6,53,C
21,F,155.4,66.1,16.3,55,D
23,M,170.8,60.3,20.1,45,D
22,M,168.8,60.7,9.7,47,C
28,M,176.4,86,23.4,62,A
57,M,159,62.7,8.5,21,D
26,F,169.6,59.4,21.6,43,A
39,M,174.2,77.1,11.2,33,C
25,F,159.9,45.7,23,50,A
21,M,173.3,61.7,6.4,53,C
51,F,163.3,51.34,22.9,24,A
51,F,161,66,14,22,D
57,F,148,54,18.8,16,C
42,M,169.8,78.6,19.4,54,C
31,M,171.2,64.1,4.9,55,D
61,M,171.6,79.1,10,26,D
26,M,179.7,78.2,17.8,53,A
26,M,174.2,64.5,10.6,51,B
54,M,172,69.2,19.5,43,C
43,M,175.1,74.4,10.2,42,B
24,F,171.4,57.5,8.6,22,D
58,M,165,61.6,17,38,B
39,F,163.7,59.6,13.7,24,C
25,F,162.8,57.9,20.1,44,A
32,M,171.5,73.2,28.3,53,A
29,F,158.5,51.3,26.5,43,A
37,F,155.3,48.3,23.3,33,A
21,F,160.6,57.2,30,45,A
34,M,160,61.3,13,26,D
21,M,178.5,73.2,0.2,62,D
23,M,170.3,76.92,9.5,55,C
47,F,163.7,56.8,27.5,50,A
38,M,175.4,76.9,15.9,52,C
21,M,171.1,83,7.3,48,D
61,F,151.1,47.8,2.8,2,D
26,M,168.8,74.8,7.2,50,C
51,F,157,47.8,2.9,34,D
29,M,175.9,66.1,1,28,D
29,M,175,83.8,14.7,78,D
22,M,175.7,69.1,18.9,44,C
43,M,180.2,77.6,8.1,30,D
54,M,171.8,65.6,14.8,32,C
36,M,177.8,89.7,22.1,53,B
39,M,181.9,95,24.9,62,B
37,M,175.2,73.5,-3.9,39,D
34,M,172.2,93.4,17,46,B
36,M,170.7,71.6,13.7,45,C
25,M,168.7,76.2,3.7,39,D
23,F,166.3,53.9,-2.7,34,D
44,F,156.9,53.9,24.3,37,C
53,M,177.3,88.48,6.4,18,D
30,F,163.6,56.3,21.1,40,A
22,M,172.8,65.4,21.2,42,C
55,F,158.4,58.1,21.2,17,B
61,F,145.5,47.4,17.2,18,C
35,M,167.7,68.8,22.7,62,A
50,F,160.2,49.1,18.8,25,D
49,F,157.6,46.9,20,41,A
30,M,160.4,63.42,12.6,56,B
55,F,151,51.4,18.5,14,C
58,F,163.8,64.2,22.1,23,C
25,F,163.9,56.5,29.8,34,A
22,F,164.4,52.4,21.7,35,B
60,M,176.5,69.5,11.8,33,A
28,M,175.1,69.6,16.3,38,C
46,F,158.3,57.6,24.1,19,C
27,F,161,51.9,22.3,35,B
22,M,167.8,61.74,16.5,49,B
25,F,166.7,58.5,17.2,39,B
39,M,179.1,86.1,21.1,50,B
41,M,172,71.02,13.3,44,B
29,M,186.1,82.7,23.2,57,C
27,M,180.9,82.3,15.4,46,C
62,M,180,73.1,19.5,27,C
47,M,176.1,80.2,2.3,20,D
21,M,176.2,73.3,23.2,57,A
41,M,172,68.3,25.3,59,A
22,F,172,60.5,30.2,37,A
22,M,185.2,71.7,11.7,58,B
64,F,153,53.2,20.8,13,B
22,F,160.6,48.2,25.7,33,B
30,M,186.1,93.6,6.9,30,D
33,F,159.5,48.7,10,41,C
21,M,176.5,78.4,17.6,42,C
47,M,176.4,95.9,-0.9,44,D
27,M,167.6,61.5,12.7,57,C
35,M,170,61.9,14.5,53,A
41,M,171.3,103.2,7,34,D
29,M,179,83.4,7.8,52,D
29,M,161.9,57.6,9.8,38,C
45,M,170.5,72.3,-5.1,22,D
27,F,172.7,72.8,22.1,59,A
25,M,172.4,79.6,17.6,52,A
46,F,168.5,57,27.2,32,A
21,M,185.3,72,8,52,C
25,F,156,50,30.5,35,A
28,M,175.5,73.3,10.2,26,D
25,M,174,73.96,9.4,51,C
26,F,159.1,55.3,27.2,34,A
24,M,170,75.6,15.6,56,C
30,M,178.5,66.7,0.4,51,D
22,F,166,52.1,11,37,C
22,F,164.3,53.1,23.7,60,A
35,M,167.2,70.2,-6.2,42,D
24,M,178.3,86.3,24.9,51,C
26,F,155.5,54.66,27.8,37,A
35,M,175.3,73.4,19,45,A
25,M,171.8,68.18,16.4,58,A
37,M,176.4,75.3,8.8,31,D
61,F,161.1,62.8,18.7,18,C
46,M,166.2,51.1,20.9,39,B
38,F,149.3,50.5,24,28,B
55,F,161.5,58.1,15.1,26,C
58,F,156.7,52.8,11.2,11,D
55,M,173.3,84.9,12,37,D
22,M,171.3,62.2,20.6,58,B
27,M,170.8,66.5,8.5,45,C
35,F,163.2,56,14.3,33,C
59,M,169.1,57.2,7.5,40,C
22,F,172.5,60.7,25.6,57,A
51,M,175,68,13,37,B
48,F,157.1,52.7,21.5,49,B
62,M,157.3,58.3,6.8,23,C
45,M,173.7,74.2,19.1,36,B
30,F,162.5,113.3,3,12,D
51,F,161.9,61.7,21.1,12,D
45,M,172.5,85,8.5,41,D
28,M,178.8,73.5,14,49,D
23,M,167.3,53.5,9.2,40,D
26,M,171.5,80.1,11.6,31,D
37,F,166.2,59.6,25,36,A
46,M,172.9,73.4,-1.1,18,D
61,M,169.1,79,-12.8,37,D
21,M,169.5,75.2,18.7,58,A
50,F,158.9,58.7,12.8,8,D
26,M,179,79.4,16.6,56,B
21,M,160.9,63.5,-8.9,35,D
27,F,162,63.1,26.9,50,A
40,M,178.9,77.3,21.9,43,C
21,M,173.6,74.1,22.7,52,B
32,F,162.4,53,9.4,35,C
54,F,150.7,54,13.1,27,C
27,M,174.3,86.6,10.6,46,B
47,M,172.2,72.7,14.7,36,C
23,M,178.4,68,8.4,48,C
25,F,158.1,49.6,21.5,29,B
44,M,173.8,72,18,48,B
48,M,170,70.3,24.6,56,A
21,F,172.7,61,20.8,56,A
26,M,183.6,81,13.8,61,B
24,F,168.1,60.7,15.9,33,B
43,F,159.6,63.8,24.1,12,D
59,F,158.8,61.3,19.2,13,C
38,F,169.8,58.8,19,26,C
25,M,172.7,74,14.1,45,C
40,F,156.2,64.5,0.1,21,D
29,F,164.6,53.6,23.3,41,A
24,M,183.1,83.6,15.2,50,B
26,F,160.7,56.6,23.8,59,A
23,F,164,72.9,21.3,32,B
30,M,174,78.8,17.2,45,B
45,M,172.4,91,2.1,19,D
24,M,175,65,12.5,45,C
22,F,160.3,58.84,4.7,44,D
41,M,175.8,71.3,23.4,48,A
21,M,166.4,93.3,20.3,36,D
25,F,155.7,59,2.9,30,D
42,M,179.8,80,22.2,51,C
35,M,171,71.6,4.8,46,C
23,M,174.7,72,8.4,54,C
28,M,168.7,67.5,6.4,46,C
41,M,165.7,61,-2.7,28,D
33,M,180.3,83.3,16.3,52,B
42,F,167.2,67.7,13,26,C
